site_number,time,species,honeybee/native/exotic,svd,proportion_agriculture,visits/flower/5mins,pollen_grains/5min
2,10:00,Apis mellifera,honeybee,123.03125,0.866322615,0,0
2,10:00,Melanostoma fasciatum,native,6.36363636,0.866322615,0.05,0.318181818
2,18:00,Lasioglossum sp,native,30.14285714,0.866322615,0,0
2,16:00,Melanostoma fasciatum,native,6.36363636,0.866322615,0,0
2,20:00,Melangyna novaezelandiae,native,16.125,0.866322615,0,0
2,12:00,Melangyna novaezelandiae,native,16.125,0.866322615,0,0
2,18:00,Delia sp,exotic,2.6535206,0.866322615,0,0
2,10:00,Eristalis tenax,exotic,106.6363636,0.866322615,0,0
2,14:00,Anthomyia punctipennis,exotic,16.34963067,0.866322615,0,0
2,12:00,Melanostoma fasciatum,native,6.36363636,0.866322615,0,0
2,16:00,Delia sp,exotic,2.6535206,0.866322615,0,0
2,10:00,Oxysarcodexia varia,exotic,32.52781882,0.866322615,0,0
2,12:00,Melangyna novaezelandiae,native,16.125,0.866322615,0,0
2,8:00,Melangyna novaezelandiae,native,16.125,0.866322615,0,0
2,16:00,Eristalis tenax,exotic,106.6363636,0.866322615,0.019047619,2.031168831
3,10:00,Apis mellifera,honeybee,123.03125,0.834644356,0.140625,17.30126953
3,12:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,12:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,18:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,20:00,Apis mellifera,honeybee,123.03125,0.834644356,0,0
3,14:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,18:00,Delia sp,exotic,2.6535206,0.834644356,0.011904762,0.031589531
3,10:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,16:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,20:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,8:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,18:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,10:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,18:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,8:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,14:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,18:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,16:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,16:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,18:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,20:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,14:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,14:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,20:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,16:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,16:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.026666667,2.843636363
3,20:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,14:00,Apis mellifera,honeybee,123.03125,0.834644356,0.452380952,55.65699405
3,8:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,18:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0.014705882,0.093582888
3,20:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,14:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,12:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.053333333,5.687272725
3,18:00,Apis mellifera,honeybee,123.03125,0.834644356,0.095588235,11.76034007
3,8:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,8:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,18:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,8:00,Apis mellifera,honeybee,123.03125,0.834644356,0,0
3,20:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,10:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,18:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,8:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,20:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0.025,0.159090909
3,10:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,16:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,18:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,18:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,16:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,12:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,10:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,10:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,16:00,Apis mellifera,honeybee,123.03125,0.834644356,0.017857143,2.196986607
3,16:00,Lasioglossum sp,native,30.14285714,0.834644356,0.013333333,0.401904762
3,8:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,8:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,14:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,8:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,8:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,12:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,12:00,Apis mellifera,honeybee,123.03125,0.834644356,0.057692308,7.097956731
3,20:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,14:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,14:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0.014814815,0.094276094
3,14:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,16:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,14:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0.051136364,0.325413223
3,16:00,Delia sp,exotic,2.6535206,0.834644356,0.02631579,0.06982949
3,14:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,10:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,14:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,10:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,18:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,16:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,12:00,Leioproctus sp,native,153.2,0.834644356,0.081632653,12.50612245
3,16:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,16:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,8:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,14:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,10:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,16:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,12:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,20:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,8:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,10:00,Apis mellifera,honeybee,123.03125,0.834644356,0.093333333,11.48291667
3,20:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,16:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,10:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0.019047619,0.619577501
3,12:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.096153846,10.2534965
3,12:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,10:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,14:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,10:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,10:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,12:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.020408163,2.176252318
3,16:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,10:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.006666667,0.710909091
3,14:00,Lasioglossum sp,native,30.14285714,0.834644356,0.011363636,0.342532468
3,20:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,16:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,14:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0.052631579,0.33492823
3,8:00,Apis mellifera,honeybee,123.03125,0.834644356,0,0
3,8:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0.09375,3.049483014
3,8:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,10:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,12:00,Leioproctus sp,native,153.2,0.834644356,0.163461539,25.04230769
3,16:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,18:00,Delia sp,exotic,2.6535206,0.834644356,0.010416667,0.02764084
3,18:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,20:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,14:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,20:00,Apis mellifera,honeybee,123.03125,0.834644356,0,0
3,12:00,Leioproctus sp,native,153.2,0.834644356,0.015873016,2.431746032
3,14:00,Apis mellifera,honeybee,123.03125,0.834644356,0.196078431,24.12377451
3,20:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,18:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0.020833333,0.132575758
3,10:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,8:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.058823529,6.272727271
3,20:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,20:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,20:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,12:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,18:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,18:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,12:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,10:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,20:00,Delia sp,exotic,2.6535206,0.834644356,0.020833333,0.055281679
3,20:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,20:00,Delia sp,exotic,2.6535206,0.834644356,0.005681818,0.015076822
3,12:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,8:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,18:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,8:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,14:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,20:00,Apis mellifera,honeybee,123.03125,0.834644356,0,0
3,14:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,16:00,Apis mellifera,honeybee,123.03125,0.834644356,0.346666667,42.65083333
3,14:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.023809524,2.538961038
3,8:00,Delia sp,exotic,2.6535206,0.834644356,0.0375,0.099507023
3,10:00,Apis mellifera,honeybee,123.03125,0.834644356,0.533333333,65.61666667
3,14:00,Lasioglossum sp,native,30.14285714,0.834644356,0.019607843,0.591036415
3,14:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,16:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,12:00,Apis mellifera,honeybee,123.03125,0.834644356,0.4,49.2125
3,12:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,14:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.095238095,10.15584415
3,18:00,Delia sp,exotic,2.6535206,0.834644356,0.007142857,0.018953719
3,18:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,8:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,18:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,14:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,18:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,10:00,Leioproctus sp,native,153.2,0.834644356,0.0078125,1.196875
3,12:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,8:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.008695652,0.927272727
3,20:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,18:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,12:00,Apis mellifera,honeybee,123.03125,0.834644356,0.079365079,9.764384921
3,8:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,18:00,Apis mellifera,honeybee,123.03125,0.834644356,0,0
3,14:00,Apis mellifera,honeybee,123.03125,0.834644356,0.005681818,0.699041193
3,14:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,10:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,10:00,Leioproctus sp,native,153.2,0.834644356,0.03,4.596
3,10:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,18:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,14:00,Apis mellifera,honeybee,123.03125,0.834644356,0.349206349,42.96329365
3,18:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,14:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,14:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,8:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,14:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,18:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,12:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,10:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.00952381,1.015584415
3,20:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,16:00,Apis mellifera,honeybee,123.03125,0.834644356,0.108333333,13.32838542
3,12:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,14:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,12:00,Apis mellifera,honeybee,123.03125,0.834644356,0.127272727,15.65852273
3,8:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,18:00,Delia sp,exotic,2.6535206,0.834644356,0.007352941,0.019511181
3,10:00,Apis mellifera,honeybee,123.03125,0.834644356,0.269230769,33.12379808
3,20:00,Apis mellifera,honeybee,123.03125,0.834644356,0,0
3,10:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,16:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,8:00,Delia sp,exotic,2.6535206,0.834644356,0.011111111,0.029483562
3,8:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,14:00,Delia sp,exotic,2.6535206,0.834644356,0.009803922,0.026014908
3,20:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,18:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,16:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,10:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,18:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,14:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,18:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,12:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0.009615385,0.061188811
3,14:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,12:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,14:00,Apis mellifera,honeybee,123.03125,0.834644356,0.222222222,27.34027778
3,10:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,16:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,16:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,12:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,14:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,8:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,10:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0.005494506,0.089833136
3,14:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.039215686,4.18181818
3,10:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,16:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,16:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,20:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,10:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,14:00,Apis mellifera,honeybee,123.03125,0.834644356,0.306818182,37.74822443
3,10:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,20:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,14:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,16:00,Apis mellifera,honeybee,123.03125,0.834644356,0.15037594,18.50093985
3,12:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.033333333,3.554545453
3,16:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0.023809524,0.774471877
3,12:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.009090909,0.969421487
3,12:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,12:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,10:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,18:00,Apis mellifera,honeybee,123.03125,0.834644356,0,0
3,16:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0.013333333,0.084848485
3,18:00,Delia sp,exotic,2.6535206,0.834644356,0.014285714,0.037907437
3,8:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,16:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,20:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,8:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,14:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,8:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,12:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0.013333333,0.084848485
3,16:00,Leioproctus sp,native,153.2,0.834644356,0.015873016,2.431746032
3,20:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0.005555556,0.090831282
3,12:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,18:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,20:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,16:00,Apis mellifera,honeybee,123.03125,0.834644356,0.103174603,12.6937004
3,16:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,10:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,20:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,8:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,18:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,12:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,20:00,Apis mellifera,honeybee,123.03125,0.834644356,0,0
3,12:00,Lasioglossum sp,native,30.14285714,0.834644356,0.020408163,0.61516035
3,20:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,16:00,Apis mellifera,honeybee,123.03125,0.834644356,0.383928571,47.23521205
3,14:00,Apis mellifera,honeybee,123.03125,0.834644356,0.429824561,52.88185307
3,14:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,10:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,14:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,12:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,20:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,14:00,Lasioglossum sp,native,30.14285714,0.834644356,0.05952381,1.794217687
3,8:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,16:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,8:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,8:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,20:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0.011363636,0.185791258
3,16:00,Apis mellifera,honeybee,123.03125,0.834644356,0.184210526,22.66365132
3,10:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,10:00,Lasioglossum sp,native,30.14285714,0.834644356,0.027777778,0.837301587
3,18:00,Apis mellifera,honeybee,123.03125,0.834644356,0.03125,3.844726563
3,16:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,18:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,18:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,14:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,18:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,16:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,20:00,Delia sp,exotic,2.6535206,0.834644356,0.020833333,0.055281679
3,12:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,10:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,16:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.030075188,3.20710868
3,20:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,18:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,10:00,Apis mellifera,honeybee,123.03125,0.834644356,0.035,4.30609375
3,14:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.014814815,1.579797979
3,16:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,8:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,20:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,18:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,12:00,Lasioglossum sp,native,30.14285714,0.834644356,0.055555556,1.674603174
3,18:00,Apis mellifera,honeybee,123.03125,0.834644356,0,0
3,18:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,16:00,Delia sp,exotic,2.6535206,0.834644356,0.015037594,0.039902565
3,20:00,Delia sp,exotic,2.6535206,0.834644356,0.016666667,0.044225343
3,12:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,14:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,20:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,8:00,Apis mellifera,honeybee,123.03125,0.834644356,0.010416667,1.281575521
3,18:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,18:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,8:00,Delia sp,exotic,2.6535206,0.834644356,0.019047619,0.05054325
3,8:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,8:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.0625,6.664772725
3,14:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,20:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,8:00,Apis mellifera,honeybee,123.03125,0.834644356,0,0
3,14:00,Eristalis tenax,exotic,106.6363636,0.834644356,0,0
3,12:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,16:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,20:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,12:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,14:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,8:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0.008403361,0.053475936
3,8:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,10:00,Leioproctus sp,native,153.2,0.834644356,0.006666667,1.021333333
3,8:00,Apis mellifera,honeybee,123.03125,0.834644356,0.151260504,18.60976891
3,8:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,18:00,Apis mellifera,honeybee,123.03125,0.834644356,0.035714286,4.393973214
3,20:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0.005681818,0.092895629
3,12:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,16:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,10:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.027472528,2.929570429
3,16:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,16:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,16:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,20:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,18:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.011904762,1.269480519
3,20:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,12:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,8:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,10:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.0546875,5.831676134
3,16:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,16:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,12:00,Apis mellifera,honeybee,123.03125,0.834644356,0.588888889,72.45173611
3,10:00,Lasioglossum sp,native,30.14285714,0.834644356,0.005494506,0.165620094
3,8:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,8:00,Apis mellifera,honeybee,123.03125,0.834644356,0.060869565,7.488858696
3,10:00,Apis mellifera,honeybee,123.03125,0.834644356,0.416666667,51.26302083
3,14:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,10:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,10:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,12:00,Apis mellifera,honeybee,123.03125,0.834644356,0.476190476,58.58630952
3,14:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,12:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,16:00,Leioproctus sp,native,153.2,0.834644356,0.026785714,4.103571429
3,12:00,Leioproctus sp,native,153.2,0.834644356,0,0
3,16:00,Melanostoma fasciatum,native,6.36363636,0.834644356,0,0
3,12:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,20:00,Delia sp,exotic,2.6535206,0.834644356,0.075,0.199014045
3,16:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,14:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,14:00,Anthomyia punctipennis,exotic,16.34963067,0.834644356,0,0
3,10:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
3,12:00,Delia sp,exotic,2.6535206,0.834644356,0,0
3,16:00,Eristalis tenax,exotic,106.6363636,0.834644356,0.041666667,4.443181817
3,16:00,Oxysarcodexia varia,exotic,32.52781882,0.834644356,0,0
3,20:00,Apis mellifera,honeybee,123.03125,0.834644356,0,0
3,16:00,Lasioglossum sp,native,30.14285714,0.834644356,0,0
4,14:00,Melanostoma fasciatum,native,6.36363636,0.996147983,0,0
4,16:00,Melanostoma fasciatum,native,6.36363636,0.996147983,0,0
4,8:00,Eristalis tenax,exotic,106.6363636,0.996147983,0,0
4,18:00,Calliphora stygia,exotic,57.5,0.996147983,0,0
4,12:00,Apis mellifera,honeybee,123.03125,0.996147983,0.05,6.1515625
4,12:00,Anthomyia punctipennis,exotic,16.34963067,0.996147983,0,0
4,12:00,Helophilus hochstetteri,native,99,0.996147983,0,0
4,20:00,Lasioglossum sp,native,30.14285714,0.996147983,0,0
4,10:00,Helophilus hochstetteri,native,99,0.996147983,0,0
4,18:00,Leioproctus sp,native,153.2,0.996147983,0,0
